CMDLINE python EyeTracking.py
MEM 222.390625 1452278638.5747
MEM 222.421875 1452278638.6858
MEM 222.769531 1452278638.7959
MEM 222.804688 1452278638.9060
MEM 223.453125 1452278639.0182
MEM 223.453125 1452278639.1282
MEM 223.453125 1452278639.2408
MEM 223.453125 1452278639.3566
MEM 223.453125 1452278639.4720
MEM 223.453125 1452278639.5835
MEM 223.453125 1452278639.6931
MEM 223.453125 1452278639.8098
MEM 223.453125 1452278639.9262
MEM 223.746094 1452278640.0363
MEM 223.746094 1452278640.1467
MEM 224.039062 1452278640.2567
MEM 224.039062 1452278640.3690
MEM 224.039062 1452278640.4796
MEM 224.375000 1452278640.5897
MEM 224.375000 1452278640.7025
MEM 224.375000 1452278640.8140
MEM 224.375000 1452278640.9246
MEM 224.375000 1452278641.0371
MEM 224.375000 1452278641.1523
MEM 224.375000 1452278641.2633
MEM 224.375000 1452278641.3736
MEM 224.375000 1452278641.4845
MEM 224.375000 1452278641.5948
MEM 225.015625 1452278641.7176
MEM 225.019531 1452278641.8294
MEM 225.054688 1452278641.9404
MEM 225.933594 1452278642.0547
MEM 225.937500 1452278642.1713
MEM 225.972656 1452278642.2836
MEM 225.972656 1452278642.3963
MEM 226.328125 1452278642.5097
MEM 227.207031 1452278642.6208
MEM 227.207031 1452278642.7326
MEM 227.207031 1452278642.8442
MEM 227.207031 1452278642.9550
MEM 227.207031 1452278643.0657
MEM 227.207031 1452278643.1831
MEM 227.523438 1452278643.2935
MEM 227.523438 1452278643.4040
MEM 227.523438 1452278643.5145
MEM 227.523438 1452278643.6269
MEM 227.523438 1452278643.7392
MEM 227.523438 1452278643.8499
MEM 227.523438 1452278643.9608
MEM 227.859375 1452278644.0709
MEM 227.859375 1452278644.1814
MEM 227.859375 1452278644.2915
MEM 227.859375 1452278644.4026
MEM 227.859375 1452278644.5123
MEM 227.859375 1452278644.6287
MEM 227.859375 1452278644.7447
MEM 227.859375 1452278644.8608
MEM 227.859375 1452278644.9790
MEM 227.875000 1452278645.0935
MEM 227.875000 1452278645.2102
MEM 227.910156 1452278645.3218
MEM 228.792969 1452278645.4330
MEM 228.800781 1452278645.5500
MEM 228.832031 1452278645.6608
MEM 228.832031 1452278645.7763
MEM 228.832031 1452278645.8861
MEM 228.832031 1452278645.9972
MEM 228.832031 1452278646.1133
MEM 228.832031 1452278646.2327
MEM 228.832031 1452278646.3434
MEM 228.832031 1452278646.4602
MEM 228.832031 1452278646.5719
MEM 229.125000 1452278646.6821
MEM 229.125000 1452278646.7938
MEM 229.125000 1452278646.9053
MEM 229.125000 1452278647.0156
MEM 229.125000 1452278647.1266
MEM 229.125000 1452278647.2368
MEM 229.710938 1452278647.3478
MEM 229.710938 1452278647.4583
MEM 229.710938 1452278647.5703
MEM 229.710938 1452278647.6803
MEM 230.003906 1452278647.7904
MEM 230.003906 1452278647.9031
MEM 230.003906 1452278648.0135
MEM 230.003906 1452278648.1248
MEM 230.003906 1452278648.2346
MEM 230.296875 1452278648.3469
MEM 230.312500 1452278648.4578
MEM 230.312500 1452278648.5678
MEM 230.320312 1452278648.6783
MEM 230.355469 1452278648.7887
MEM 230.667969 1452278648.8991
MEM 230.695312 1452278649.0088
MEM 230.695312 1452278649.1192
MEM 230.742188 1452278649.2292
MEM 230.742188 1452278649.3400
MEM 231.035156 1452278649.4503
MEM 231.035156 1452278649.5616
MEM 231.328125 1452278649.6749
MEM 231.328125 1452278649.7857
MEM 231.328125 1452278649.8979
MEM 231.328125 1452278650.0079
MEM 231.664062 1452278650.1204
MEM 231.664062 1452278650.2332
MEM 231.664062 1452278650.3447
MEM 231.664062 1452278650.4563
MEM 231.664062 1452278650.5666
MEM 232.000000 1452278650.6766
MEM 232.000000 1452278650.7900
MEM 232.000000 1452278650.9027
MEM 232.000000 1452278651.0135
MEM 232.339844 1452278651.1286
MEM 232.339844 1452278651.2431
MEM 232.339844 1452278651.3546
MEM 232.699219 1452278651.4722
MEM 232.699219 1452278651.5865
MEM 232.699219 1452278651.6966
MEM 233.351562 1452278651.8080
MEM 233.375000 1452278651.9188
MEM 233.375000 1452278652.0294
MEM 233.378906 1452278652.1423
MEM 233.414062 1452278652.2548
MEM 233.414062 1452278652.3723
MEM 233.417969 1452278652.4820
MEM 233.417969 1452278652.5916
MEM 233.449219 1452278652.7015
MEM 233.449219 1452278652.8220
MEM 233.449219 1452278652.9395
MEM 233.449219 1452278653.0582
MEM 233.449219 1452278653.1706
MEM 233.449219 1452278653.2824
MEM 234.054688 1452278653.4001
MEM 234.054688 1452278653.5177
MEM 234.347656 1452278653.6313
MEM 234.347656 1452278653.7443
MEM 234.347656 1452278653.8552
MEM 235.226562 1452278653.9712
MEM 235.226562 1452278654.0817
MEM 235.226562 1452278654.1925
MEM 235.226562 1452278654.3040
MEM 235.226562 1452278654.4143
MEM 235.226562 1452278654.5245
MEM 235.226562 1452278654.6353
MEM 235.226562 1452278654.7459
MEM 235.226562 1452278654.8581
MEM 235.226562 1452278654.9695
MEM 235.226562 1452278655.0829
MEM 235.226562 1452278655.1927
MEM 235.226562 1452278655.3031
MEM 235.226562 1452278655.4135
MEM 235.226562 1452278655.5273
MEM 235.246094 1452278655.6378
MEM 235.835938 1452278655.7503
MEM 235.867188 1452278655.8629
MEM 235.867188 1452278655.9733
MEM 235.875000 1452278656.0838
MEM 235.910156 1452278656.1954
MEM 235.910156 1452278656.3059
MEM 235.910156 1452278656.4160
MEM 235.910156 1452278656.5255
MEM 235.910156 1452278656.6354
MEM 235.910156 1452278656.7491
MEM 235.910156 1452278656.8633
MEM 235.910156 1452278656.9744
MEM 235.910156 1452278657.0865
MEM 235.910156 1452278657.1968
MEM 235.910156 1452278657.3069
MEM 236.789062 1452278657.4174
MEM 236.789062 1452278657.5329
MEM 236.789062 1452278657.6446
MEM 236.789062 1452278657.7548
MEM 236.789062 1452278657.8661
MEM 236.789062 1452278657.9780
MEM 236.789062 1452278658.0877
MEM 236.789062 1452278658.2017
MEM 236.789062 1452278658.3148
MEM 236.789062 1452278658.4258
MEM 236.789062 1452278658.5373
MEM 237.667969 1452278658.6474
MEM 237.667969 1452278658.7578
MEM 237.667969 1452278658.8702
MEM 237.667969 1452278658.9816
MEM 237.667969 1452278659.0922
MEM 237.667969 1452278659.2024
MEM 237.667969 1452278659.3146
MEM 237.667969 1452278659.4257
MEM 237.667969 1452278659.5359
MEM 237.667969 1452278659.6467
MEM 238.546875 1452278659.7574
MEM 238.546875 1452278659.8692
MEM 238.546875 1452278659.9791
MEM 238.617188 1452278660.0913
MEM 238.617188 1452278660.2042
MEM 238.617188 1452278660.3143
MEM 239.273438 1452278660.4277
MEM 239.273438 1452278660.5382
MEM 240.152344 1452278660.6493
MEM 240.152344 1452278660.7653
MEM 240.152344 1452278660.8755
MEM 240.152344 1452278660.9863
MEM 240.152344 1452278661.0987
MEM 240.152344 1452278661.2089
MEM 240.152344 1452278661.3249
MEM 240.445312 1452278661.4376
MEM 240.445312 1452278661.5477
MEM 240.445312 1452278661.6596
MEM 240.445312 1452278661.7717
MEM 240.445312 1452278661.8814
MEM 240.445312 1452278661.9929
MEM 240.445312 1452278662.1051
MEM 240.445312 1452278662.2151
MEM 240.445312 1452278662.3257
MEM 240.445312 1452278662.4372
MEM 240.445312 1452278662.5473
MEM 241.097656 1452278662.6576
MEM 241.097656 1452278662.7677
MEM 241.097656 1452278662.8782
MEM 241.097656 1452278662.9888
MEM 241.097656 1452278663.1001
MEM 241.097656 1452278663.2106
MEM 241.097656 1452278663.3207
MEM 241.097656 1452278663.4337
MEM 241.097656 1452278663.5476
MEM 241.753906 1452278663.6583
MEM 241.753906 1452278663.7712
MEM 241.753906 1452278663.8821
MEM 241.753906 1452278663.9919
MEM 241.800781 1452278664.1047
MEM 242.679688 1452278664.2172
MEM 242.679688 1452278664.3270
MEM 242.679688 1452278664.4375
MEM 242.679688 1452278664.5485
MEM 242.679688 1452278664.6591
MEM 242.679688 1452278664.7688
MEM 242.679688 1452278664.8809
MEM 242.679688 1452278664.9931
MEM 242.679688 1452278665.1041
MEM 242.679688 1452278665.2149
MEM 242.679688 1452278665.3258
MEM 242.679688 1452278665.4357
MEM 242.750000 1452278665.5487
MEM 243.628906 1452278665.6601
MEM 243.628906 1452278665.7701
MEM 243.628906 1452278665.8799
MEM 243.628906 1452278665.9918
MEM 243.628906 1452278666.1023
MEM 243.695312 1452278666.2123
MEM 243.695312 1452278666.3240
MEM 243.695312 1452278666.4368
MEM 243.695312 1452278666.5472
MEM 243.695312 1452278666.6585
MEM 244.058594 1452278666.7701
MEM 244.058594 1452278666.8809
MEM 244.058594 1452278666.9958
MEM 245.007812 1452278667.1058
MEM 245.007812 1452278667.2226
MEM 245.007812 1452278667.3344
MEM 245.007812 1452278667.4448
MEM 245.007812 1452278667.5549
MEM 245.007812 1452278667.6656
MEM 245.007812 1452278667.7775
MEM 245.007812 1452278667.8873
MEM 245.007812 1452278667.9973
MEM 245.007812 1452278668.1076
MEM 245.007812 1452278668.2197
MEM 245.371094 1452278668.3304
MEM 245.371094 1452278668.4407
MEM 245.371094 1452278668.5526
MEM 245.371094 1452278668.6627
MEM 245.371094 1452278668.7723
MEM 245.371094 1452278668.8837
MEM 245.371094 1452278668.9947
MEM 246.250000 1452278669.1048
MEM 246.250000 1452278669.2151
MEM 246.250000 1452278669.3262
MEM 246.250000 1452278669.4366
MEM 246.250000 1452278669.5506
MEM 246.250000 1452278669.6640
MEM 246.250000 1452278669.7759
MEM 246.250000 1452278669.8861
MEM 246.250000 1452278669.9968
MEM 246.250000 1452278670.1083
MEM 246.250000 1452278670.2183
MEM 246.250000 1452278670.3284
MEM 246.250000 1452278670.4380
MEM 246.250000 1452278670.5495
MEM 246.250000 1452278670.6621
MEM 246.250000 1452278670.7721
MEM 246.250000 1452278670.8828
MEM 246.250000 1452278670.9927
MEM 246.250000 1452278671.1050
MEM 247.128906 1452278671.2162
MEM 248.007812 1452278671.3263
MEM 248.007812 1452278671.4360
MEM 248.007812 1452278671.5470
MEM 248.007812 1452278671.6593
MEM 248.007812 1452278671.7717
MEM 248.007812 1452278671.8823
MEM 248.007812 1452278671.9942
MEM 248.007812 1452278672.1041
MEM 248.007812 1452278672.2141
MEM 248.007812 1452278672.3271
MEM 248.007812 1452278672.4387
MEM 248.007812 1452278672.5485
MEM 248.808594 1452278672.6606
MEM 248.808594 1452278672.7712
MEM 248.808594 1452278672.8825
MEM 248.808594 1452278672.9921
MEM 248.808594 1452278673.1023
MEM 248.808594 1452278673.2142
MEM 248.808594 1452278673.3263
MEM 248.878906 1452278673.4366
MEM 248.878906 1452278673.5469
MEM 248.878906 1452278673.6604
MEM 248.878906 1452278673.7783
MEM 248.878906 1452278673.8934
MEM 249.246094 1452278674.0100
MEM 249.246094 1452278674.1199
MEM 249.246094 1452278674.2304
MEM 249.246094 1452278674.3479
MEM 249.292969 1452278674.4647
MEM 249.292969 1452278674.5792
MEM 249.292969 1452278674.6914
MEM 249.585938 1452278674.8028
MEM 249.585938 1452278674.9128
MEM 249.585938 1452278675.0242
MEM 249.878906 1452278675.1359
MEM 249.878906 1452278675.2517
MEM 249.878906 1452278675.3618
MEM 249.878906 1452278675.4718
MEM 250.242188 1452278675.5831
MEM 250.242188 1452278675.7031
MEM 250.242188 1452278675.8201
MEM 250.242188 1452278675.9312
MEM 250.242188 1452278676.0431
MEM 250.585938 1452278676.1531
MEM 250.585938 1452278676.2642
MEM 250.585938 1452278676.3753
MEM 250.585938 1452278676.4908
MEM 250.585938 1452278676.6050
MEM 250.949219 1452278676.7195
MEM 250.949219 1452278676.8326
MEM 250.949219 1452278676.9491
MEM 250.949219 1452278677.0615
MEM 250.949219 1452278677.1730
MEM 251.316406 1452278677.2882
MEM 251.316406 1452278677.4007
MEM 251.316406 1452278677.5203
MEM 251.316406 1452278677.6338
MEM 251.316406 1452278677.7538
MEM 251.679688 1452278677.8697
MEM 251.679688 1452278677.9808
MEM 251.679688 1452278678.0910
MEM 252.339844 1452278678.2013
MEM 252.339844 1452278678.3129
MEM 252.339844 1452278678.4259
MEM 252.339844 1452278678.5474
MEM 252.339844 1452278678.6610
MEM 252.339844 1452278678.7730
MEM 252.339844 1452278678.8886
MEM 252.339844 1452278678.9990
MEM 252.339844 1452278679.1106
MEM 252.339844 1452278679.2263
MEM 252.339844 1452278679.3420
MEM 252.339844 1452278679.4522
MEM 252.339844 1452278679.5638
MEM 252.339844 1452278679.6765
MEM 252.339844 1452278679.7972
MEM 252.339844 1452278679.9112
MEM 252.972656 1452278680.0256
MEM 252.972656 1452278680.1360
MEM 252.972656 1452278680.2462
MEM 253.265625 1452278680.3567
MEM 253.265625 1452278680.4771
MEM 253.265625 1452278680.5936
MEM 253.925781 1452278680.7060
MEM 253.925781 1452278680.8180
MEM 253.925781 1452278680.9282
MEM 254.218750 1452278681.0382
MEM 254.218750 1452278681.1488
MEM 254.218750 1452278681.2602
MEM 254.218750 1452278681.3698
MEM 254.218750 1452278681.4798
MEM 254.218750 1452278681.5910
MEM 254.218750 1452278681.7011
MEM 254.218750 1452278681.8131
MEM 254.218750 1452278681.9240
MEM 254.218750 1452278682.0342
MEM 254.218750 1452278682.1443
MEM 254.898438 1452278682.2544
MEM 254.898438 1452278682.3641
MEM 254.898438 1452278682.4761
MEM 254.898438 1452278682.5883
MEM 255.777344 1452278682.6990
MEM 255.777344 1452278682.8096
MEM 255.777344 1452278682.9209
MEM 255.777344 1452278683.0309
MEM 255.777344 1452278683.1418
MEM 256.097656 1452278683.2573
MEM 256.097656 1452278683.3690
MEM 256.097656 1452278683.4858
MEM 256.097656 1452278683.5987
MEM 256.097656 1452278683.7099
MEM 256.097656 1452278683.8229
MEM 256.097656 1452278683.9338
MEM 256.097656 1452278684.0443
MEM 256.097656 1452278684.1551
MEM 256.097656 1452278684.2660
MEM 256.097656 1452278684.3772
MEM 256.097656 1452278684.4877
MEM 256.097656 1452278684.5994
MEM 256.097656 1452278684.7205
MEM 256.097656 1452278684.8318
MEM 256.097656 1452278684.9432
MEM 256.097656 1452278685.0539
MEM 256.097656 1452278685.1657
MEM 256.097656 1452278685.2768
MEM 256.976562 1452278685.3891
MEM 256.976562 1452278685.5056
MEM 256.976562 1452278685.6159
MEM 256.976562 1452278685.7264
MEM 256.980469 1452278685.8374
MEM 257.015625 1452278685.9484
MEM 257.015625 1452278686.0594
MEM 257.019531 1452278686.1767
MEM 257.054688 1452278686.2893
MEM 257.054688 1452278686.4015
MEM 257.054688 1452278686.5130
MEM 257.933594 1452278686.6255
MEM 257.933594 1452278686.7367
MEM 257.933594 1452278686.8512
MEM 257.933594 1452278686.9619
MEM 257.933594 1452278687.0759
MEM 257.933594 1452278687.1913
MEM 257.933594 1452278687.3039
MEM 257.933594 1452278687.4167
MEM 257.933594 1452278687.5357
MEM 257.933594 1452278687.6480
MEM 257.933594 1452278687.7626
MEM 257.933594 1452278687.8743
MEM 257.933594 1452278687.9869
MEM 258.812500 1452278688.1015
MEM 258.812500 1452278688.2183
MEM 258.812500 1452278688.3294
MEM 259.105469 1452278688.4399
MEM 259.105469 1452278688.5511
MEM 259.105469 1452278688.6667
MEM 259.105469 1452278688.7815
MEM 259.152344 1452278688.8990
MEM 259.152344 1452278689.0095
MEM 259.445312 1452278689.1198
MEM 259.445312 1452278689.2304
MEM 259.445312 1452278689.3406
MEM 259.445312 1452278689.4516
MEM 259.445312 1452278689.5621
MEM 259.445312 1452278689.6729
MEM 260.058594 1452278689.7842
MEM 260.074219 1452278689.8941
MEM 260.074219 1452278690.0058
MEM 260.472656 1452278690.1159
MEM 260.472656 1452278690.2276
MEM 260.503906 1452278690.3404
MEM 260.503906 1452278690.4559
MEM 260.800781 1452278690.5669
MEM 260.800781 1452278690.6772
MEM 260.832031 1452278690.7901
MEM 260.832031 1452278690.9009
MEM 260.832031 1452278691.0182
MEM 260.933594 1452278691.1327
MEM 260.933594 1452278691.2441
MEM 260.933594 1452278691.3535
MEM 261.593750 1452278691.4636
MEM 261.593750 1452278691.5741
MEM 261.593750 1452278691.6846
MEM 261.593750 1452278691.7983
MEM 261.593750 1452278691.9152
MEM 261.593750 1452278692.0281
MEM 261.593750 1452278692.1395
MEM 261.593750 1452278692.2513
MEM 261.593750 1452278692.3633
MEM 261.593750 1452278692.4756
MEM 261.593750 1452278692.5885
MEM 261.593750 1452278692.7014
MEM 261.593750 1452278692.8138
MEM 261.593750 1452278692.9254
MEM 262.207031 1452278693.0394
MEM 262.207031 1452278693.1504
MEM 262.207031 1452278693.2616
MEM 262.207031 1452278693.3735
MEM 262.207031 1452278693.4843
MEM 262.574219 1452278693.5946
MEM 262.574219 1452278693.7060
MEM 262.574219 1452278693.8186
MEM 263.453125 1452278693.9285
MEM 263.453125 1452278694.0400
MEM 263.453125 1452278694.1501
MEM 263.468750 1452278694.2633
MEM 263.472656 1452278694.3750
MEM 263.894531 1452278694.4878
MEM 264.808594 1452278694.6093
MEM 264.808594 1452278694.7196
MEM 264.816406 1452278694.8304
MEM 264.851562 1452278694.9408
MEM 264.851562 1452278695.0514
MEM 264.851562 1452278695.1626
MEM 264.851562 1452278695.2741
MEM 264.851562 1452278695.3909
MEM 265.195312 1452278695.5033
MEM 265.195312 1452278695.6146
MEM 265.195312 1452278695.7249
MEM 265.195312 1452278695.8352
MEM 265.195312 1452278695.9460
MEM 265.195312 1452278696.0560
MEM 265.195312 1452278696.1659
MEM 265.195312 1452278696.2760
MEM 265.195312 1452278696.3878
MEM 265.589844 1452278696.4993
MEM 265.589844 1452278696.6114
MEM 265.589844 1452278696.7229
MEM 265.589844 1452278696.8344
MEM 265.589844 1452278696.9460
MEM 265.589844 1452278697.0570
MEM 265.589844 1452278697.1669
MEM 265.589844 1452278697.2774
MEM 265.589844 1452278697.3887
MEM 265.933594 1452278697.5007
MEM 265.933594 1452278697.6114
MEM 265.933594 1452278697.7231
MEM 266.226562 1452278697.8364
MEM 267.105469 1452278697.9471
MEM 267.105469 1452278698.0580
MEM 267.121094 1452278698.1718
MEM 267.121094 1452278698.2813
MEM 267.121094 1452278698.3913
MEM 267.140625 1452278698.5013
MEM 267.156250 1452278698.6121
MEM 267.164062 1452278698.7232
MEM 267.195312 1452278698.8335
MEM 267.195312 1452278698.9437
MEM 267.195312 1452278699.0541
MEM 267.195312 1452278699.1642
MEM 267.195312 1452278699.2744
MEM 267.195312 1452278699.3852
MEM 267.195312 1452278699.4956
MEM 267.195312 1452278699.6067
MEM 267.195312 1452278699.7179
MEM 267.195312 1452278699.8287
MEM 267.195312 1452278699.9444
MEM 267.707031 1452278700.0578
MEM 267.781250 1452278700.1676
MEM 267.781250 1452278700.2781
MEM 267.781250 1452278700.3880
MEM 267.781250 1452278700.4980
MEM 267.781250 1452278700.6093
MEM 267.781250 1452278700.7213
MEM 267.781250 1452278700.8341
MEM 267.781250 1452278700.9462
MEM 267.781250 1452278701.0580
MEM 267.781250 1452278701.1697
MEM 268.660156 1452278701.2819
MEM 268.660156 1452278701.3924
MEM 268.660156 1452278701.5046
MEM 268.660156 1452278701.6155
MEM 268.710938 1452278701.7262
MEM 268.710938 1452278701.8369
MEM 268.710938 1452278701.9469
MEM 269.390625 1452278702.0599
MEM 269.390625 1452278702.1700
MEM 269.398438 1452278702.2797
MEM 269.429688 1452278702.3900
MEM 269.429688 1452278702.5004
MEM 269.730469 1452278702.6103
MEM 269.765625 1452278702.7203
MEM 269.765625 1452278702.8307
MEM 270.402344 1452278702.9414
MEM 270.402344 1452278703.0584
MEM 270.402344 1452278703.1687
MEM 270.402344 1452278703.2793
MEM 270.402344 1452278703.3891
MEM 244.246094 1452278703.4994
MEM 244.246094 1452278703.6094
MEM 244.246094 1452278703.7188
MEM 0.000000 1452278703.8384
